ID,Age,Gender,Working_Type,Sleep_Hours,Height_m,Required_Daily_Calories
1083,50.0,Male,Unemployed,6.9,2.03,2300.0
6682,33.0,Female,Desk Job,6.249336685615145,1.5012239465467143,1555.114903867141
252,31.0,Male,Unemployed,7.1,1.68,1921.0
8359,43.0,Male,Retired,8.747799748834565,1.7924951921959071,1941.8059077509088
3208,72.0,Male,Desk Job,7.372073908673595,1.8028257492856523,1745.150839975454
5352,68.0,Female,Freelancer,6.088664116723809,1.8478683367201505,2035.7305213968448
4265,55.0,Male,Healthcare,8.761488782570217,1.718878407241349,2455.4985035404243
322,45.0,Male,Student,6.9,1.63,2112.0
4706,66.0,Male,Freelancer,6.990099333152704,1.564671784976542,2245.040297832993
9546,52.0,Male,Freelancer,5.240873200380006,1.7247308265988843,2352.405339904744
5614,56.0,Male,Healthcare,6.104697677287924,1.7859717139974831,2661.668961704409
8918,54.0,Male,Self-Employed,10.0,1.6593915014645615,1974.726833879681
5262,35.0,Male,Retired,7.216874842980481,1.857070886117793,2212.9458760251623
1955,37.0,Female,Desk Job,9.8,1.75,1976.0
4013,30.0,Male,Unemployed,9.04229568941964,1.8323696058353025,2025.028518909144
4699,59.0,Female,Unemployed,7.924020095885424,1.5542964271049664,1400.0
5769,54.0,Male,Self-Employed,7.843467949406412,1.8454495165911384,2022.0995222774968
484,50.0,Male,Student,9.6,1.95,2792.0
8537,50.0,Male,Unemployed,6.619823421970079,2.092197701200486,2222.3188470995765
10018,31.0,Female,Student,6.9,1.45,3341.7
2233,55.0,Female,Self-Employed,3.057111377752525,1.6560548409594351,1832.270681857578
1796,34.0,Female,Student,5.2,1.74,2696.0
2214,34.0,Female,Manual Labor,7.927599621265045,1.673685359083889,2546.0805047621466
4112,46.0,Male,Retired,6.146141615425144,1.764272145998844,1825.060186010356
7335,43.0,Male,Unemployed,3.421936316424484,1.7652293301057973,2283.660691116421
2013,68.0,Female,Self-Employed,7.698815541933596,1.6572738891516812,1952.80190108572
6080,60.0,Female,Freelancer,8.140658478884268,1.6159366741698862,2137.786121754633
501,70.0,Male,Healthcare,7.9,1.82,2483.0
5107,22.0,Female,Manual Labor,4.041073392822983,1.6630587212752987,3695.235473124679
6754,20.0,Female,Unemployed,8.041967911964052,1.5500056021910955,1653.9120354864754
2359,48.0,Male,Unemployed,9.328806814784633,1.946516707984787,2454.295682904068
7860,42.0,Male,Freelancer,5.682347315189167,1.8232419733096528,2333.953916894281
2274,32.0,Male,Manual Labor,9.32176131193842,1.529781877667687,2368.282319953309
8202,69.0,Female,Self-Employed,8.825068668461782,1.6922181350695296,1986.694904326825
2153,18.0,Male,Unemployed,6.6334526111600045,1.6808590950304287,2299.384520288705
8122,22.0,Male,Manual Labor,7.586561198545505,1.867227894158656,3633.992512341047
1200,36.0,Male,Retired,8.1,1.8,2261.0
1114,50.0,Female,Self-Employed,8.9,1.76,2162.0
7677,32.0,Male,Manual Labor,8.539820691846538,1.7073893402027045,3575.6792487925954
8720,35.0,Female,Student,4.653477504960272,1.5976606302633602,2352.089274350947
120,30.0,Male,Healthcare,7.6,1.77,3158.0
2031,55.0,Male,Unemployed,8.06404530549554,1.827957710707412,2205.950682832906
8608,40.0,Male,Unemployed,4.597207210045119,1.6787586273443542,2249.272262869163
2413,36.0,Female,Retired,4.242733842495969,1.9563714025807049,2239.132320329939
4345,32.0,Female,Student,6.729315976395255,1.6086918730506428,2488.0829099825
8807,51.0,Male,Unemployed,7.772489622311409,1.731305342733948,1998.6623660422476
5266,44.0,Female,Desk Job,4.2417745724079765,1.8987883738852869,2229.996535374911
4722,28.0,Male,Desk Job,8.820880324824738,1.7600773944281478,1831.4704818217888
7673,53.0,Male,Healthcare,8.766990398709332,1.7894045044170848,2629.68438196157
5020,24.0,Female,Manual Labor,5.032937653275575,1.610643240732128,2672.884960889832
7696,48.0,Male,Healthcare,9.391025276932425,1.6517647471678902,1948.8096299684407
533,20.0,Male,Manual Labor,7.1,1.69,3180.0
1003,58.0,Female,Desk Job,8.3,1.67,2031.0
4011,43.0,Female,Retired,8.065815600431309,1.7218968649653417,1863.4324739645515
3920,35.0,Female,Student,6.711288299434836,1.7099528457788042,2321.3651329831805
374,38.0,Female,Retired,5.5,1.99,2119.0
97,49.0,Male,Desk Job,9.9,1.89,2263.0
9099,59.0,Male,Healthcare,5.956355103396286,1.7033243375922582,2542.145233519163
10145,71.0,Female,Student,9.2,1.68,2048.1
7466,70.0,Female,Freelancer,4.184972355525741,1.7513263871849951,1921.41260743591
519,45.0,Female,Unemployed,5.4,1.62,2140.0
10194,10.0,Male,Desk Job,4.4,1.97,3138.2
1433,39.0,Female,Healthcare,7.0,1.55,2705.0
7900,32.0,Female,Desk Job,6.86945441601978,1.7180607957098175,1543.7931225532525
10130,71.0,Male,Healthcare,6.3,1.91,1544.9
6011,31.0,Female,Freelancer,5.548004633998525,1.8168800551569204,2783.404733641433
8412,62.0,Female,Unemployed,8.010582875002044,1.818658289538955,1853.5850243636287
6019,25.0,Male,Self-Employed,6.442376731811593,1.8023883516980617,2266.1842381214783
3972,38.0,Female,Retired,8.57110369644278,1.76609463181364,1969.222936005516
6038,53.0,Female,Self-Employed,6.495785509226549,1.6280827035616472,2109.551054196575
4721,49.0,Female,Desk Job,3.505529440973325,1.7386444341472451,2143.752575391544
3439,18.0,Female,Unemployed,7.647444739917019,1.6565791115251634,2033.9563323532795
7012,26.0,Male,Desk Job,5.010383281259293,1.6661410451746337,2594.3119855122213
4487,49.0,Male,Freelancer,8.516520314416324,1.5335510060292783,1979.4353455421683
6144,18.0,Male,Unemployed,5.416557958566088,1.6862806299056283,2185.010538904879
4217,40.0,Male,Student,3.782197971977303,1.764406877857171,2663.5843947069925
8179,39.0,Male,Desk Job,9.107267729847662,1.864747445491789,2407.038609615511
8193,67.0,Female,Manual Labor,5.271444052769559,1.806253716511571,3081.5935913533963
577,30.0,Male,Unemployed,8.7,1.78,1781.0
1624,54.0,Female,Unemployed,4.4,1.64,2172.0
9327,20.0,Female,Freelancer,7.579645712168255,1.6377289079692434,2510.16481834861
8387,41.0,Female,Retired,8.841016350391746,1.7029305934037575,1714.3907869044951
8508,52.0,Female,Healthcare,6.445912651757626,1.5892511472373008,2957.068635288093
8315,26.0,Female,Desk Job,7.457381280727581,1.8733149183727476,2672.075574890109
2958,57.0,Male,Desk Job,5.803644507550846,1.6193335998642786,1980.333956526416
6052,36.0,Female,Freelancer,4.642280867056368,1.7087481847094763,2350.604623032963
7465,70.0,Female,Student,5.289498839561878,1.8813770937532135,2596.366558360932
8158,68.0,Male,Retired,9.599323796795556,1.8121582419828024,1820.224808547387
5279,32.0,Male,Unemployed,8.499544879631904,1.822861839798822,2021.8228911526928
7659,53.0,Female,Manual Labor,8.429101367350569,1.7560576492017137,2668.8102774952245
2593,58.0,Female,Desk Job,9.190676417290142,1.7223392702446845,2271.616713088446
10045,17.0,Female,Desk Job,4.0,1.41,1526.2
3551,22.0,Male,Retired,9.57160570205686,1.655155795871613,2026.7067017553316
4717,26.0,Male,Self-Employed,6.376880127905677,1.6842424132311005,2338.4018083888755
2426,26.0,Male,Student,10.0,1.8008505610045502,2688.1912950654423
10077,17.0,Male,Desk Job,3.8,1.45,2788.0
7303,24.0,Male,Retired,8.755611667420428,1.697547381480481,1897.902208712192
5383,73.0,Female,Healthcare,4.716797540630788,1.7152632675614865,2221.177243524884
4618,25.0,Male,Retired,7.557422545138876,1.7157093037619118,2388.951709912659
1191,27.0,Female,Retired,6.9,1.83,2179.0
5906,52.0,Female,Retired,10.0,1.8433076556428056,2204.977196237769
4624,19.0,Male,Retired,10.0,1.7155281078332734,2167.2832641674486
7863,28.0,Male,Student,9.451117360175989,1.5686887943168883,2538.583416020448
9967,18.0,Male,Freelancer,8.537828181614119,1.987555062326276,2892.726853896743
7681,35.0,Male,Desk Job,5.846578612661484,1.7424615741602576,2207.173721453977
2957,65.0,Male,Retired,4.687017591259611,1.8716640031085876,1817.2411645015247
5313,70.0,Male,Retired,7.62344133468971,1.8716788298211364,1627.5271826904857
9778,37.0,Male,Unemployed,7.249592934812579,1.7396614161297708,1917.1321373726712
7929,55.0,Female,Healthcare,9.197742457679151,1.6631460986409612,2318.535284136605
4515,29.0,Female,Student,6.975545806343497,1.7013590778168233,2231.1834753465405
7237,40.0,Male,Unemployed,9.65099951660833,1.6398337784658594,1908.916362122902
9373,70.0,Male,Unemployed,4.396770549479793,1.4,1400.0
7718,69.0,Male,Unemployed,9.423624606466838,1.7863745219656515,2261.0962623421715
6425,62.0,Male,Retired,4.451485936793642,1.755064239756616,1894.9647662175
7140,50.0,Male,Healthcare,9.32195415093858,1.6601976623017671,2634.530198072404
7964,54.0,Female,Manual Labor,9.45761993348601,1.832958151568912,2750.168713528075
2523,33.0,Female,Retired,7.412182955606819,1.8011959262247477,2457.3999235988435
108,47.0,Male,Self-Employed,7.7,1.74,1939.0
2474,61.0,Male,Desk Job,9.884984365667613,1.8572146294840328,2437.0496286372663
3317,45.0,Male,Freelancer,6.4093522891461845,1.9103051296233304,2465.803186162165
9025,51.0,Female,Healthcare,8.149457200482207,1.7991135292765248,2522.6909972370195
5099,63.0,Female,Student,6.98524422980669,1.663031307660851,2323.5487126251032
1671,62.0,Male,Unemployed,5.6,1.84,2226.0
5943,69.0,Female,Healthcare,4.852709424763848,1.5808580250075672,1792.909181661722
8934,44.0,Female,Manual Labor,7.0655129620865615,1.400139178659684,1562.5811935408462
851,42.0,Female,Freelancer,9.4,1.83,2334.0
7881,27.0,Male,Freelancer,4.869782088951897,1.5135910907454384,2076.27015884568
4589,47.0,Female,Unemployed,6.384987269874634,1.863642682195676,1900.074179266384
731,52.0,Female,Retired,5.4,1.64,1633.0
4951,51.0,Male,Unemployed,10.0,1.915318916394419,2127.8933895282016
4640,18.0,Male,Unemployed,5.830287377883861,1.7166703576940392,2640.316681968419
2841,61.0,Female,Desk Job,5.163497084534689,1.7829275583776762,2253.4064583862064
5035,27.0,Female,Healthcare,7.046564854232972,1.5360535532211286,2386.608518832257
81,70.0,Male,Student,8.7,1.68,1967.0
8345,67.0,Female,Student,7.296068699572735,1.8545554101280788,1770.6229547615517
5895,40.0,Female,Freelancer,4.520884868801108,1.8521552243529755,2461.547250046607
8792,20.0,Male,Student,7.46667400358909,1.8346715195859131,2511.3432317169604
1077,28.0,Male,Healthcare,8.6,1.76,2867.0
2237,43.0,Female,Self-Employed,7.130398621807984,1.629178821563238,2733.963232930112
915,25.0,Female,Desk Job,8.5,1.88,2213.0
6119,21.0,Male,Retired,4.617685708544319,1.8516873601271957,2057.094311478347
7257,53.0,Male,Unemployed,7.897985057262614,1.6575772726202869,1733.4256850041745
1374,36.0,Male,Desk Job,10.0,1.92,2596.0
9921,34.0,Female,Desk Job,7.18710836740124,1.6324098811506604,2312.4905934339768
8693,64.0,Male,Student,6.560591075950339,1.738855164972822,2340.8980855313216
3111,56.0,Male,Manual Labor,8.56267812531685,1.732294260302371,3031.062423139327
8022,55.0,Female,Self-Employed,4.9660409111806,1.7700949581247951,2461.5548391329157
8936,60.0,Female,Retired,4.204402891187723,1.805192310241374,1819.9538525591424
5432,40.0,Female,Unemployed,9.707561621877367,2.002902121377556,2312.138622686887
2272,18.0,Female,Unemployed,10.0,1.601250001992501,2205.3944913829923
6081,35.0,Female,Healthcare,6.981088469416109,1.6892742333971784,2260.4677018016127
766,40.0,Male,Freelancer,8.4,1.72,2305.0
9415,24.0,Male,Desk Job,8.999324103595571,1.6736342925877057,1939.9571939491395
9819,37.0,Male,Self-Employed,4.267865081371764,1.8491020375906464,2719.833746778179
7612,52.0,Female,Healthcare,5.486533824285277,1.7880958821917603,2915.97621687674
3026,19.0,Female,Healthcare,5.572293199236565,1.892962358117137,2819.17213720158
1731,37.0,Female,Freelancer,9.0,1.7,2366.0
5051,53.0,Female,Freelancer,4.37113341169749,1.609340194317558,1917.339048983695
9592,68.0,Male,Student,5.941429119397694,1.7426045409020667,2196.6437522796164
36,28.0,Male,Unemployed,6.0,1.76,2150.0
8146,40.0,Male,Manual Labor,3.6364396023321226,1.780280415290972,2951.2947078277343
4849,24.0,Male,Student,5.010134264528281,1.8059835165430431,2638.322113294093
3667,58.0,Male,Freelancer,4.470808641029777,1.668756854126193,1984.7621516371744
10124,,Male,,,,
2524,49.0,Female,Self-Employed,7.563177271174404,1.5735040431862677,2369.1853368796624
2311,40.0,Male,Healthcare,8.476597401032793,1.739479798190242,2301.3442890796864
1544,49.0,Female,Student,7.4,1.58,1719.0
2456,26.0,Male,Retired,8.205940217258895,1.6713562274609677,2200.8192939171904
1924,20.0,Female,Freelancer,6.2,1.61,1642.0
2532,48.0,Female,Retired,3.43109769207675,1.6715867819231374,1486.386223282895
8338,43.0,Female,Unemployed,7.007516962770895,1.706832617637765,2102.852812124663
5697,23.0,Female,Freelancer,7.888867523623928,1.7031927406733884,2419.887562244355
32,55.0,Female,Freelancer,6.2,1.58,2333.0
3544,40.0,Female,Unemployed,4.942052347589448,1.5392487569732365,1514.1717057869364
312,20.0,Female,Healthcare,9.7,1.7,2783.0
6667,23.0,Male,Freelancer,8.51864478033612,1.5104683981481426,2900.2133692456973
7585,33.0,Male,Healthcare,7.814286041030999,1.957476112505523,2435.0086006107385
3101,43.0,Female,Retired,7.042797351972263,1.8209598624482743,1809.215362818405
4105,43.0,Female,Retired,7.160178162224379,1.5560482743420103,2261.836480077736
5490,31.0,Male,Self-Employed,4.66435171842618,1.69020695518076,2601.174031376716
6201,58.0,Male,Unemployed,7.566690515912177,1.6966588257004085,1777.700925917354
6465,66.0,Male,Unemployed,10.0,1.7799119109034591,1972.1868106150216
1732,34.0,Male,Manual Labor,5.6,1.85,3775.0
8862,49.0,Male,Freelancer,8.373199343594914,1.6332705357433213,2257.562839668049
3126,73.0,Male,Student,9.372967503919156,1.6787544609219578,1982.1673185801403
9420,22.0,Male,Desk Job,8.75048575970825,1.6973680845117374,2515.128655392939
4460,46.0,Male,Desk Job,6.536736398079116,1.9435256164632384,2410.7620814340703
8525,53.0,Female,Healthcare,4.985798389125875,1.754123139937589,2866.508575641121
9170,51.0,Female,Desk Job,5.834594740238864,1.9310241454949204,2109.8202556130914
5564,42.0,Female,Retired,9.282412941895869,1.6932487520344264,1426.6442716260942
4454,52.0,Male,Healthcare,5.374224049907932,1.6538873833847934,2590.028864229799
8212,67.0,Female,Freelancer,7.93755172690447,1.900837568500906,2215.9892182745625
2895,52.0,Male,Retired,9.645931511080374,1.8295447798222968,2271.0886591559406
2518,42.0,Male,Unemployed,4.122478546586002,1.7736180766521132,2302.9875461284887
3108,63.0,Male,Freelancer,9.271101503454524,1.693033417127927,1556.475085899636
10049,59.0,Male,Manual Labor,8.4,1.47,1797.3
1703,22.0,Male,Manual Labor,8.6,1.62,3432.0
7400,59.0,Female,Unemployed,4.879423882919398,1.6887410580588649,1902.006167956656
10126,37.0,Female,Student,5.8,1.51,2474.9
4140,47.0,Male,Freelancer,8.626403624615994,1.7794286794643612,2448.433304513651
2795,50.0,Female,Freelancer,4.835561310655623,1.6069160100163402,1485.7394239524394
6561,21.0,Male,Unemployed,6.473370237026479,1.7167916983176574,2569.482385479938
4090,56.0,Male,Healthcare,5.722827273838577,1.86395514713847,2723.6499016732027
714,23.0,Female,Manual Labor,8.1,1.61,2580.0
8875,60.0,Male,Student,6.852491103512346,1.7427060699102324,2431.395765495641
8295,61.0,Female,Healthcare,8.93194424717501,1.6894611060846734,2255.1452964850105
3025,37.0,Female,Self-Employed,4.303195244482247,1.6990419832984756,2504.181114833096
8041,22.0,Male,Unemployed,6.3071264138501375,1.6667494422416764,2248.792529025669
5222,57.0,Male,Retired,6.3724064142428585,1.4691279269893576,2507.1949321534
170,29.0,Female,Healthcare,9.0,1.76,2775.0
5522,72.0,Female,Healthcare,5.74905599782227,1.7982176505326477,2463.918591067206
7489,43.0,Female,Self-Employed,8.289001487999204,1.5432006612930107,2273.5685256957627
4285,22.0,Female,Manual Labor,7.648619023195156,1.820476157997272,3685.830168023167
4514,51.0,Female,Retired,5.350906808110926,1.5402344330095237,2026.8163691137197
1340,30.0,Male,Desk Job,6.0,1.65,2170.0
6192,66.0,Male,Student,8.189631579289614,1.910659446579308,2124.3942613157183
440,57.0,Female,Self-Employed,9.3,1.83,2286.0
3442,30.0,Male,Self-Employed,9.200086632856737,1.6650929609899814,2674.6694848676384
3321,71.0,Male,Manual Labor,6.639507077278504,1.9000091568557949,3207.587639003444
4672,52.0,Female,Student,5.095397871085626,1.7339667661413172,2336.619555410035
3534,20.0,Female,Freelancer,8.814371847587534,1.5127785714171005,1990.5669673550904
7145,49.0,Female,Student,6.337031791758075,1.7214675491913474,1938.2694486443124
5270,50.0,Female,Desk Job,4.244801931762243,1.7229153629642833,1565.4214103026106
3965,29.0,Female,Retired,7.412445502528217,1.7434211229600034,2194.4755503411056
3657,56.0,Male,Desk Job,8.429194504978533,1.82479352581648,2145.1436543917284
7595,63.0,Male,Desk Job,6.478528000909709,1.7939721393198345,2287.4781204009773
347,41.0,Female,Freelancer,6.1,1.9,2479.0
6907,59.0,Male,Retired,4.570392900226238,1.730549308890325,1765.6300357222508
316,22.0,Female,Unemployed,8.7,1.49,1628.0
8787,56.0,Male,Retired,7.414881672959077,1.764120009263344,2423.8020034046745
8551,38.0,Male,Freelancer,5.539022217262051,1.5519221209866054,2485.136747923769
3799,36.0,Female,Desk Job,9.00663277233057,1.7110812849852033,1520.2649005709404
5360,24.0,Male,Retired,6.750545004654386,1.7944987422978669,2165.4050215454395
4694,46.0,Female,Freelancer,9.132571191271891,1.643070493357735,1693.75686478182
8983,34.0,Female,Desk Job,8.309156868159981,1.538252465660931,2110.097072196108
5480,64.0,Female,Desk Job,5.857011301243057,1.6900684349374893,2071.2113057296424
3468,44.0,Female,Self-Employed,7.605715889754398,1.5098983374756014,2139.7430611471354
534,48.0,Female,Retired,4.8,1.63,1592.0
1806,53.0,Male,Healthcare,8.0,1.75,2744.0
9689,23.0,Male,Desk Job,5.319612572334395,1.7803474045468768,2112.3164292727997
6573,42.0,Female,Freelancer,6.692476746543223,1.8006051543135966,2552.678247856017
6122,51.0,Female,Student,7.148545174980991,1.5666457846210595,1637.9059194655297
8192,23.0,Female,Unemployed,8.336318331139946,1.6048572585888414,1589.9233730845633
9451,21.0,Male,Unemployed,5.720540769303208,1.6815577815164635,2356.9111966160303
2424,36.0,Female,Unemployed,9.53113149107981,1.8277518728482884,1733.1319313794709
1733,65.0,Male,Unemployed,6.7,1.9,1879.0
1892,43.0,Female,Healthcare,9.0,1.66,2072.0
6555,58.0,Male,Retired,9.764767121985262,1.6256259894583849,1652.3723626632477
4033,55.0,Male,Healthcare,6.810092469390974,1.8038429665307696,2635.622254144239
8687,67.0,Male,Unemployed,9.388030287843362,1.841775203966815,2169.2503624336023
6274,57.0,Male,Retired,8.881177254686614,1.741507436908707,1893.3673083795204
4814,35.0,Male,Freelancer,8.876063855176739,1.7522933861739125,2112.693015498407
304,38.0,Male,Freelancer,6.1,1.62,2136.0
5246,42.0,Female,Freelancer,4.418435079197701,1.8379160184516228,2835.933279124362
2725,61.0,Female,Freelancer,6.130424759999655,1.590750714992918,1617.1200788420554
3721,36.0,Female,Retired,7.838045573392039,1.7702567314681152,2069.177538587469
4004,63.0,Female,Self-Employed,6.183653681301244,1.5882871298263057,2118.289425297823
9391,59.0,Female,Retired,4.768879202587018,1.8324962105297944,1631.4545452781088
7136,50.0,Female,Manual Labor,4.595336159345364,1.8146988692835813,3181.9637757959
1079,54.0,Male,Self-Employed,8.4,1.82,2094.0
1922,63.0,Female,Freelancer,5.5,1.55,1751.0
7692,25.0,Female,Student,5.472928259049288,1.6508064459996643,2747.915966027476
7611,36.0,Female,Retired,8.230285103110791,2.0555964879530384,2347.6233086400384
8028,49.0,Female,Freelancer,10.0,1.659825007363663,1776.8936114525018
1150,32.0,Female,Manual Labor,6.0,1.76,3076.0
3820,39.0,Male,Student,6.805604699612228,1.5669389351885934,2703.371472242893
3788,35.0,Female,Student,8.867927950783146,1.5329066994584335,2428.4729459295736
6844,30.0,Male,Freelancer,9.49297419165736,1.6529841454695469,1932.5848924077388
336,25.0,Male,Retired,8.6,1.75,2043.0
7932,47.0,Male,Student,6.585014984072156,1.5930340460106067,2145.724146150321
8460,55.0,Male,Desk Job,9.963119094218191,1.6797837557331805,2213.827674709598
7171,22.0,Male,Desk Job,9.801741001726144,1.7677176328670876,2599.949151128571
5934,23.0,Male,Unemployed,6.8725539173553445,1.811309203973972,2136.6970171041958
7533,46.0,Male,Freelancer,9.044617006775018,1.7372403255293736,2296.1851316056814
4705,69.0,Female,Desk Job,5.40446071735802,1.853651352827267,1673.566324137725
795,21.0,Female,Healthcare,5.2,1.85,2787.0
4333,58.0,Male,Unemployed,7.094499437955186,1.7627475880718104,1778.7806941527106
7662,61.0,Female,Desk Job,8.410913643080438,1.715695908090868,1713.1884342371538
7326,38.0,Male,Desk Job,4.556620846846808,1.9432271885412051,2481.500348187355
6297,35.0,Male,Self-Employed,5.517086614552018,1.6941964562702276,2565.881468480187
3695,22.0,Male,Unemployed,10.0,1.5428622635886078,2220.682406214931
4272,51.0,Female,Healthcare,7.322682830635578,1.7539269686805783,2641.54980089994
9728,57.0,Female,Self-Employed,8.257586075359312,1.6735513787499188,1859.601081110312
1627,40.0,Female,Desk Job,7.8,1.56,1877.0
9190,58.0,Female,Freelancer,8.809144651655354,1.743011754721664,2059.271214939733
5147,22.0,Female,Healthcare,6.655077614529429,1.460414626502429,1954.539068910159
8757,62.0,Male,Desk Job,5.957067691067896,1.553557348309225,2021.4270226289
8633,25.0,Female,Unemployed,6.5671558688353855,1.6634968967523356,1815.9358932367647
9358,25.0,Male,Student,9.417523835309728,1.8325874050989013,2804.914486401324
8849,63.0,Female,Desk Job,8.436476782356635,1.6669424299025954,1820.3155162357627
7232,42.0,Male,Self-Employed,7.731965197489369,1.804429555216124,3411.1803451842507
1607,55.0,Male,Healthcare,6.0,1.75,2301.0
591,39.0,Male,Retired,5.8,1.52,1613.0
884,52.0,Male,Self-Employed,6.2,1.62,2261.0
5197,42.0,Male,Unemployed,3.7013094694774287,1.7807406914324158,2195.02942669593
5528,51.0,Female,Self-Employed,8.424835813118145,1.8213587049892124,1990.0291597843288
543,68.0,Male,Manual Labor,6.2,1.86,3267.0
451,38.0,Female,Self-Employed,9.8,1.55,2279.0
8178,23.0,Female,Retired,8.195308859419988,1.5551477567828371,2242.8328516216234
3380,34.0,Female,Healthcare,4.836868919025422,1.6547988747136928,2516.0423515044977
7175,36.0,Female,Desk Job,7.735320470532969,1.758877759485374,2416.069581872634
4794,53.0,Female,Desk Job,5.23791156947968,1.622487477141209,2179.9172760673987
6308,31.0,Female,Self-Employed,4.408610799145221,1.6749529865447967,2163.09403797981
7062,59.0,Male,Student,5.587807945695566,1.7092489105647075,2466.7172044323584
9104,41.0,Female,Self-Employed,4.96127423141583,1.6369872812218564,2486.552332769631
4529,55.0,Male,Freelancer,9.954756781964845,1.6626992378717194,2472.686011639601
1255,51.0,Male,Unemployed,4.3,1.73,1678.0
260,61.0,Male,Student,6.7,1.77,2484.0
901,34.0,Male,Desk Job,5.2,1.53,1638.0
2448,30.0,Female,Retired,7.383403552125273,1.7786188971824726,2186.718630595208
9799,41.0,Male,Retired,8.333407786185928,1.5824462469726732,2277.823867670981
959,63.0,Female,Manual Labor,5.1,1.59,1683.0
7064,52.0,Male,Unemployed,7.1261371888242895,2.012235010100498,2356.38815529546
6370,32.0,Male,Unemployed,7.555126111202509,1.7318329103408971,1886.870120350348
5453,28.0,Male,Desk Job,7.282144583807631,1.7683130635439797,1930.422458510145
1632,29.0,Female,Unemployed,6.2,1.66,1879.0
2555,47.0,Female,Self-Employed,9.120163491123725,1.701609495592691,2471.019018436522
3127,19.0,Female,Unemployed,8.912676027159186,1.6578779164924258,2024.091882780836
9679,20.0,Male,Retired,9.254578859758732,1.7733454267276163,2501.206833904784
3313,57.0,Male,Manual Labor,7.783863248600264,1.6416451354978028,3052.3184219245013
5295,59.0,Male,Freelancer,4.802823798753981,1.752804766572017,2379.339525605847
6866,63.0,Female,Unemployed,4.503836596660753,1.631888659444247,1785.2132907982116
3146,68.0,Female,Self-Employed,8.988936136105568,1.750563885759565,2146.546046755883
4562,18.0,Female,Freelancer,9.66778522776838,1.6842933781768428,2501.259134402059
9795,50.0,Male,Healthcare,8.66517175374486,1.7612734640105432,2649.678891079748
7334,36.0,Female,Self-Employed,6.99503061535818,1.820859631122188,2920.606888940268
9529,34.0,Male,Freelancer,5.732458581786227,1.697122358470328,2298.2387450185006
7808,35.0,Female,Desk Job,7.578593316188379,1.4856200086810536,1687.3078295037965
8141,30.0,Female,Manual Labor,9.310303737954335,1.6708487037492643,2530.703079448457
1069,21.0,Male,Freelancer,6.5,1.69,2693.0
9444,62.0,Female,Desk Job,6.096370088152886,1.726383709366448,1856.1623434332537
